Time_min,r_m,z_m,T_C,c_mol_m3,label
57.96610169491525,0.002528,0.0,53.818866050287205,48520.28266798882,mid_radial
67.6271186440678,0.002528,0.0,53.831991577303405,48168.073366647615,mid_radial
77.28813559322035,0.002528,0.0,53.54331678669816,47847.176074974675,mid_radial
86.94915254237289,0.002528,0.0,53.22026895835427,47727.77029313495,mid_radial
96.61016949152541,0.002528,0.0,53.12840084586244,47565.4588508302,mid_radial
106.27118644067797,0.002528,0.0,53.403460445430355,47375.8515862415,mid_radial
115.9322033898305,0.002528,0.0,53.742988496268495,47282.16616918043,mid_radial
125.59322033898304,0.002528,0.0,54.056370214354345,47290.92119536466,mid_radial
135.2542372881356,0.002528,0.0,54.36602562978216,47283.78326474291,mid_radial
144.91525423728814,0.002528,0.0,54.692568175971545,47620.99126265574,mid_radial
154.5762711864407,0.002528,0.0,54.90776247096054,48190.35262930379,mid_radial
164.23728813559322,0.002528,0.0,54.65698061131276,48457.06544088025,mid_radial
173.89830508474577,0.002528,0.0,54.350746417756625,48188.24158299189,mid_radial
183.5593220338983,0.002528,0.0,54.07593280886348,47441.23709148454,mid_radial
193.22033898305082,0.002528,0.0,54.00718540684748,46643.13479193669,mid_radial
202.8813559322034,0.002528,0.0,53.99039955766404,46298.33961244012,mid_radial
212.54237288135593,0.002528,0.0,53.97889384779386,46246.672696979535,mid_radial
222.20338983050848,0.002528,0.0,54.002652724648215,46340.90830393358,mid_radial
231.864406779661,0.002528,0.0,53.991947330825894,45851.03820954171,mid_radial
241.52542372881356,0.002528,0.0,54.00245171576281,45104.53312478042,mid_radial
251.1864406779661,0.002528,0.0,54.24440894548895,44086.52836087898,mid_radial
260.8474576271186,0.002528,0.0,54.56599832793035,43504.6653550273,mid_radial
270.5084745762712,0.002528,0.0,54.89889775842354,43387.39902263356,mid_radial
280.1694915254237,0.002528,0.0,54.77587457691183,43558.58234758008,mid_radial
289.8305084745763,0.002528,0.0,54.46433794839146,43768.128114655796,mid_radial
299.4915254237288,0.002528,0.0,54.134508225977754,43802.873016376696,mid_radial
309.1525423728814,0.002528,0.0,53.99312044214574,43983.471847897454,mid_radial
318.81355932203394,0.002528,0.0,53.99581821344816,44452.48200056217,mid_radial
328.47457627118644,0.002528,0.0,53.999508832413014,45343.95638932719,mid_radial
338.135593220339,0.002528,0.0,54.1737637581715,46514.384883126935,mid_radial
347.79661016949154,0.002528,0.0,54.46747762619503,47124.322126730665,mid_radial
357.4576271186441,0.002528,0.0,54.79716401769676,47063.54271496275,mid_radial
367.1186440677966,0.002528,0.0,54.851160197215684,46400.87995329699,mid_radial
376.77966101694915,0.002528,0.0,54.55456373566181,45731.575228754504,mid_radial
386.44067796610165,0.002528,0.0,54.236816593078046,45278.63523592463,mid_radial
396.10169491525426,0.002528,0.0,54.11427126126148,44959.304492498835,mid_radial
405.7627118644068,0.002528,0.0,54.421634173204886,44574.79490339044,mid_radial
415.4237288135593,0.002528,0.0,54.71163766998212,43986.4275801734,mid_radial
425.08474576271186,0.002528,0.0,54.905475193133675,43367.05968375817,mid_radial
434.7457627118644,0.002528,0.0,54.62340436721985,42873.87008190157,mid_radial
444.40677966101697,0.002528,0.0,54.323286687354404,42854.23678850631,mid_radial
454.06779661016947,0.002528,0.0,54.04458998056232,43028.577579540186,mid_radial
463.728813559322,0.002528,0.0,54.00111700737656,43341.39891532201,mid_radial
473.38983050847463,0.002528,0.0,53.99977086541316,43930.128111221165,mid_radial
483.0508474576271,0.002528,0.0,53.99352531916794,44564.23922316337,mid_radial
492.7118644067797,0.002528,0.0,54.00441939172872,45201.60378369889,mid_radial
502.3728813559322,0.002528,0.0,53.99549313304252,45451.70558428263,mid_radial
512.0338983050848,0.002528,0.0,53.98785955777098,45367.623797512446,mid_radial
521.6949152542372,0.002528,0.0,53.98734117316617,44939.32970895101,mid_radial
531.3559322033899,0.002528,0.0,54.00170959886086,44414.464226355776,mid_radial
541.0169491525425,0.002528,0.0,54.01564195584498,43710.34260943198,mid_radial
550.677966101695,0.002528,0.0,54.001584824027276,43090.06606545347,mid_radial
560.3389830508474,0.002528,0.0,53.998824807977485,42510.82134952378,mid_radial
570.0,0.002528,0.0,54.00283129923325,42139.47960169235,mid_radial
0.0,0.0,0.0046,52.991314107077194,47145.7395424453,mid_axial
9.661016949152543,0.0,0.0046,52.99906626630675,47052.062960406416,mid_axial
19.322033898305087,0.0,0.0046,52.98258852377158,47356.47027091248,mid_axial
28.983050847457626,0.0,0.0046,52.98546793489725,47729.9767326276,mid_axial
38.64406779661017,0.0,0.0046,53.19255911289666,48273.773267929275,mid_axial
48.305084745762706,0.0,0.0046,53.470270132365705,48527.557775711495,mid_axial
57.96610169491525,0.0,0.0046,53.79350666043404,48501.17978872778,mid_axial
67.6271186440678,0.0,0.0046,53.86196292905072,48261.228386472445,mid_axial
77.28813559322035,0.0,0.0046,53.578430588618446,47919.16148873749,mid_axial
86.94915254237289,0.0,0.0046,53.21784216161413,47730.77336573042,mid_axial
96.61016949152541,0.0,0.0046,53.12861442047717,47545.301983385034,mid_axial
106.27118644067797,0.0,0.0046,53.4204807795361,47398.67825810007,mid_axial
115.9322033898305,0.0,0.0046,53.753820808259015,47360.65735884236,mid_axial
125.59322033898304,0.0,0.0046,54.048795999009464,47253.19255939506,mid_axial
135.2542372881356,0.0,0.0046,54.378165309356255,47355.18637209617,mid_axial
144.91525423728814,0.0,0.0046,54.71032821552662,47643.063332122714,mid_axial
154.5762711864407,0.0,0.0046,54.9089635554277,48169.06930448621,mid_axial
164.23728813559322,0.0,0.0046,54.64495232900836,48445.89137481554,mid_axial
173.89830508474577,0.0,0.0046,54.32964185575311,48224.946411071105,mid_axial
183.5593220338983,0.0,0.0046,54.03344978753268,47403.788543008,mid_axial
193.22033898305082,0.0,0.0046,54.00072113367898,46659.547101000324,mid_axial
202.8813559322034,0.0,0.0046,53.99756284868564,46239.36821209698,mid_axial
212.54237288135593,0.0,0.0046,54.00231299141778,46286.54933157558,mid_axial
222.20338983050848,0.0,0.0046,53.99449997562134,46344.85404792687,mid_axial
231.864406779661,0.0,0.0046,54.00467096119004,45993.872119349864,mid_axial
241.52542372881356,0.0,0.0046,54.01659773546205,45133.29656411314,mid_axial
251.1864406779661,0.0,0.0046,54.25201180550756,44059.635137596575,mid_axial
260.8474576271186,0.0,0.0046,54.57087733856546,43547.16919795963,mid_axial
270.5084745762712,0.0,0.0046,54.88886505003453,43376.55572520626,mid_axial
280.1694915254237,0.0,0.0046,54.77431974170298,43551.78694229152,mid_axial
289.8305084745763,0.0,0.0046,54.45876181734496,43790.095750160144,mid_axial
299.4915254237288,0.0,0.0046,54.14790215710359,43875.34226859031,mid_axial
309.1525423728814,0.0,0.0046,54.00874560876493,43956.55087804446,mid_axial
318.81355932203394,0.0,0.0046,54.02136965192546,44432.941583869426,mid_axial
328.47457627118644,0.0,0.0046,54.01562671799062,45357.257252416915,mid_axial
338.135593220339,0.0,0.0046,54.16007329740152,46432.49163930924,mid_axial
347.79661016949154,0.0,0.0046,54.45862857745814,47079.70036716899,mid_axial
357.4576271186441,0.0,0.0046,54.77641014484875,47025.70568461164,mid_axial
367.1186440677966,0.0,0.0046,54.867905122542034,46449.21246929692,mid_axial
376.77966101694915,0.0,0.0046,54.568904103737225,45779.71905080754,mid_axial
386.44067796610165,0.0,0.0046,54.25113286238415,45202.3466609461,mid_axial
396.10169491525426,0.0,0.0046,54.10417381893477,44961.58750464747,mid_axial
405.7627118644068,0.0,0.0046,54.40973715477072,44570.937365976955,mid_axial
415.4237288135593,0.0,0.0046,54.724275392434244,44041.71432873568,mid_axial
425.08474576271186,0.0,0.0046,54.886169837158036,43423.35903031206,mid_axial
434.7457627118644,0.0,0.0046,54.62767769645443,42789.31454020678,mid_axial
444.40677966101697,0.0,0.0046,54.31667112855067,42739.529705075794,mid_axial
454.06779661016947,0.0,0.0046,54.04129650233692,42981.12621880915,mid_axial
463.728813559322,0.0,0.0046,53.999774459440076,43314.52262688007,mid_axial
473.38983050847463,0.0,0.0046,53.9991495249547,43995.19540333449,mid_axial
483.0508474576271,0.0,0.0046,53.99751542497573,44631.83293090437,mid_axial
492.7118644067797,0.0,0.0046,54.00151198179862,45254.64008747633,mid_axial
502.3728813559322,0.0,0.0046,54.01457616186842,45418.991774537295,mid_axial
512.0338983050848,0.0,0.0046,53.97457553338797,45353.15560652868,mid_axial
521.6949152542372,0.0,0.0046,53.99765383980773,45005.65983550964,mid_axial
531.3559322033899,0.0,0.0046,54.00174847369633,44447.19559302806,mid_axial
541.0169491525425,0.0,0.0046,54.00293201859405,43798.2274081589,mid_axial
550.677966101695,0.0,0.0046,53.99631593714253,43106.04418355347,mid_axial
560.3389830508474,0.0,0.0046,53.98259849491286,42518.16703787833,mid_axial
570.0,0.0,0.0046,54.00324901481216,42153.57217891098,mid_axial
0.0,0.002528,0.0046,52.99849046453973,47085.6683461978,mid_diagonal
9.661016949152543,0.002528,0.0046,53.00379449924013,47198.61683220963,mid_diagonal
19.322033898305087,0.002528,0.0046,53.009895391392256,47678.12806572026,mid_diagonal
28.983050847457626,0.002528,0.0046,52.98952352989401,48275.71146315882,mid_diagonal
38.64406779661017,0.002528,0.0046,53.176877726281035,48798.16759911294,mid_diagonal
48.305084745762706,0.002528,0.0046,53.50498881593729,48718.09944781156,mid_diagonal
57.96610169491525,0.002528,0.0046,53.80435835732007,48353.794507041246,mid_diagonal
67.6271186440678,0.002528,0.0046,53.83015062574138,47896.976003720214,mid_diagonal
77.28813559322035,0.002528,0.0046,53.54442896295118,47512.51786060354,mid_diagonal
86.94915254237289,0.002528,0.0046,53.23046261884788,47433.62715050239,mid_diagonal
96.61016949152541,0.002528,0.0046,53.13723201287674,47278.63160706413,mid_diagonal
106.27118644067797,0.002528,0.0046,53.43743689014415,47270.44565219912,mid_diagonal
115.9322033898305,0.002528,0.0046,53.75251572523384,47197.48447434333,mid_diagonal
125.59322033898304,0.002528,0.0046,54.07425208276211,47133.926929023444,mid_diagonal
135.2542372881356,0.002528,0.0046,54.393428767644416,47591.93355041212,mid_diagonal
144.91525423728814,0.002528,0.0046,54.73301495009954,48107.42146085427,mid_diagonal
154.5762711864407,0.002528,0.0046,54.89970353680735,48743.181559848046,mid_diagonal
164.23728813559322,0.002528,0.0046,54.621789296963954,48469.38128185915,mid_diagonal
173.89830508474577,0.002528,0.0046,54.339514237853145,47590.64827988676,mid_diagonal
183.5593220338983,0.002528,0.0046,54.03959114817729,46442.417695549586,mid_diagonal
193.22033898305082,0.002528,0.0046,54.00395518145695,45886.19824323401,mid_diagonal
202.8813559322034,0.002528,0.0046,54.0131497634068,45998.30058176751,mid_diagonal
212.54237288135593,0.002528,0.0046,53.98415459462801,46378.80098855046,mid_diagonal
222.20338983050848,0.002528,0.0046,53.987613093099256,46204.65230988746,mid_diagonal
231.864406779661,0.002528,0.0046,53.98415199570657,45214.56306288127,mid_diagonal
241.52542372881356,0.002528,0.0046,54.00082168206595,43909.90806836941,mid_diagonal
251.1864406779661,0.002528,0.0046,54.26183034799224,43199.00468754386,mid_diagonal
260.8474576271186,0.002528,0.0046,54.57990818525289,43096.37050347232,mid_diagonal
270.5084745762712,0.002528,0.0046,54.89748822912515,43464.18557778314,mid_diagonal
280.1694915254237,0.002528,0.0046,54.753899940523816,43766.456537227365,mid_diagonal
289.8305084745763,0.002528,0.0046,54.43575599220985,43889.93976472787,mid_diagonal
299.4915254237288,0.002528,0.0046,54.137959225498264,43987.36650850108,mid_diagonal
309.1525423728814,0.002528,0.0046,54.0044319633965,44376.84368732886,mid_diagonal
318.81355932203394,0.002528,0.0046,54.005142222830585,45351.91317514319,mid_diagonal
328.47457627118644,0.002528,0.0046,54.00698630696972,46567.40401212525,mid_diagonal
338.135593220339,0.002528,0.0046,54.16415835173227,47638.916563641,mid_diagonal
347.79661016949154,0.002528,0.0046,54.48100694539857,47505.936574974905,mid_diagonal
357.4576271186441,0.002528,0.0046,54.797044086781824,46615.485356022065,mid_diagonal
367.1186440677966,0.002528,0.0046,54.85616238527559,45651.60158486719,mid_diagonal
376.77966101694915,0.002528,0.0046,54.552118808008906,45100.20099680959,mid_diagonal
386.44067796610165,0.002528,0.0046,54.237258634487766,44810.35621153629,mid_diagonal
396.10169491525426,0.002528,0.0046,54.12787469786715,44518.16901909491,mid_diagonal
405.7627118644068,0.002528,0.0046,54.41583250806197,43962.33700581713,mid_diagonal
415.4237288135593,0.002528,0.0046,54.7232145213969,43244.4405588686,mid_diagonal
425.08474576271186,0.002528,0.0046,54.89881200514036,42558.68114621741,mid_diagonal
434.7457627118644,0.002528,0.0046,54.62261865459477,42471.9368369936,mid_diagonal
444.40677966101697,0.002528,0.0046,54.30556222559803,42777.78227624914,mid_diagonal
454.06779661016947,0.002528,0.0046,54.04643274262276,43376.26358750551,mid_diagonal
463.728813559322,0.002528,0.0046,53.982775893000465,43985.999257745665,mid_diagonal
473.38983050847463,0.002528,0.0046,53.98733235099131,44636.51467179206,mid_diagonal
483.0508474576271,0.002528,0.0046,53.98534133090411,45473.84930533801,mid_diagonal
492.7118644067797,0.002528,0.0046,53.97690459707556,45727.43651589001,mid_diagonal
502.3728813559322,0.002528,0.0046,53.99328717397571,45517.87613324005,mid_diagonal
512.0338983050848,0.002528,0.0046,54.0074172483675,45075.54427171231,mid_diagonal
521.6949152542372,0.002528,0.0046,53.997180465316816,44482.44017743835,mid_diagonal
531.3559322033899,0.002528,0.0046,54.00195755433547,43734.205470662535,mid_diagonal
541.0169491525425,0.002528,0.0046,54.01078012808827,43010.78596530027,mid_diagonal
550.677966101695,0.002528,0.0046,54.013140283376465,42290.18245058204,mid_diagonal
560.3389830508474,0.002528,0.0046,53.99931573281997,41975.62580455887,mid_diagonal
570.0,0.002528,0.0046,54.0133966166633,41845.96623185575,mid_diagonal
0.0,0.003792,0.0,53.002207390564486,47013.29093795682,near_surf_r
9.661016949152543,0.003792,0.0,53.014181763622005,47253.55822673896,near_surf_r
19.322033898305087,0.003792,0.0,53.000905598936875,47834.37967185571,near_surf_r
28.983050847457626,0.003792,0.0,53.00574683234441,48498.538590866025,near_surf_r
38.64406779661017,0.003792,0.0,53.17921706651853,48934.64804664343,near_surf_r
48.305084745762706,0.003792,0.0,53.49046449466081,48723.42609341798,near_surf_r
57.96610169491525,0.003792,0.0,53.80583921944302,48245.02613062748,near_surf_r
67.6271186440678,0.003792,0.0,53.84116749571556,47683.58413167998,near_surf_r
77.28813559322035,0.003792,0.0,53.53219531130013,47521.426450539046,near_surf_r
86.94915254237289,0.003792,0.0,53.226858356134336,47391.478253577836,near_surf_r
96.61016949152541,0.003792,0.0,53.14908519745448,47297.40824906956,near_surf_r
106.27118644067797,0.003792,0.0,53.42970630230785,47246.79528452545,near_surf_r
115.9322033898305,0.003792,0.0,53.74303610840594,47195.22710323378,near_surf_r
125.59322033898304,0.003792,0.0,54.072247573640475,47299.232765030545,near_surf_r
135.2542372881356,0.003792,0.0,54.38672549187514,47638.56276765047,near_surf_r
144.91525423728814,0.003792,0.0,54.72107041175829,48263.275954284865,near_surf_r
154.5762711864407,0.003792,0.0,54.88285650505171,48869.34127546706,near_surf_r
164.23728813559322,0.003792,0.0,54.63653297136654,48411.77936410029,near_surf_r
173.89830508474577,0.003792,0.0,54.30210687273284,47359.909104336715,near_surf_r
183.5593220338983,0.003792,0.0,54.02860837995299,46104.17062479263,near_surf_r
193.22033898305082,0.003792,0.0,54.0163359416017,45752.581912267335,near_surf_r
202.8813559322034,0.003792,0.0,54.009043811383485,45983.65416616644,near_surf_r
212.54237288135593,0.003792,0.0,53.99289285527423,46428.25217892983,near_surf_r
222.20338983050848,0.003792,0.0,53.98513341325407,46028.70300786296,near_surf_r
231.864406779661,0.003792,0.0,53.97066581983453,45033.76481478978,near_surf_r
241.52542372881356,0.003792,0.0,54.00386196856076,43670.522920314594,near_surf_r
251.1864406779661,0.003792,0.0,54.28318106652481,42954.28314797823,near_surf_r
260.8474576271186,0.003792,0.0,54.58085321423046,43027.49555025942,near_surf_r
270.5084745762712,0.003792,0.0,54.890756033293336,43485.94097365778,near_surf_r
280.1694915254237,0.003792,0.0,54.77087170410786,43811.553688928136,near_surf_r
289.8305084745763,0.003792,0.0,54.44135292083012,43873.44944697183,near_surf_r
299.4915254237288,0.003792,0.0,54.132644956343164,43997.03256130661,near_surf_r
309.1525423728814,0.003792,0.0,54.009937227782125,44432.27854354708,near_surf_r
318.81355932203394,0.003792,0.0,53.99973394390714,45484.28439629266,near_surf_r
328.47457627118644,0.003792,0.0,54.007863430019455,46916.82481173617,near_surf_r
338.135593220339,0.003792,0.0,54.1678379631861,47807.86798773745,near_surf_r
347.79661016949154,0.003792,0.0,54.481919245744635,47520.333748088604,near_surf_r
357.4576271186441,0.003792,0.0,54.78979845191304,46536.22324708549,near_surf_r
367.1186440677966,0.003792,0.0,54.858491722242746,45420.241784061065,near_surf_r
376.77966101694915,0.003792,0.0,54.57341073424018,44967.444293548055,near_surf_r
386.44067796610165,0.003792,0.0,54.22760358526352,44594.70818968684,near_surf_r
396.10169491525426,0.003792,0.0,54.11827682389513,44402.397256100594,near_surf_r
405.7627118644068,0.003792,0.0,54.42271862917063,43860.63966887869,near_surf_r
415.4237288135593,0.003792,0.0,54.727050302306594,43092.56633650199,near_surf_r
425.08474576271186,0.003792,0.0,54.90664469714642,42455.49609811352,near_surf_r
434.7457627118644,0.003792,0.0,54.61909672620372,42523.51907260117,near_surf_r
444.40677966101697,0.003792,0.0,54.31929210275363,42790.04873887173,near_surf_r
454.06779661016947,0.003792,0.0,54.038901113475085,43381.99228691105,near_surf_r
463.728813559322,0.003792,0.0,54.00501590471258,44117.33619677457,near_surf_r
473.38983050847463,0.003792,0.0,54.01564404032439,44940.91588107388,near_surf_r
483.0508474576271,0.003792,0.0,53.996430793488955,45623.56242566145,near_surf_r
492.7118644067797,0.003792,0.0,53.9906882169311,45838.21732325748,near_surf_r
502.3728813559322,0.003792,0.0,53.99556146909993,45580.496997216906,near_surf_r
512.0338983050848,0.003792,0.0,54.00447588087539,44901.783376000036,near_surf_r
521.6949152542372,0.003792,0.0,53.984506698285216,44252.50822045347,near_surf_r
531.3559322033899,0.003792,0.0,54.006307821778655,43539.02801403069,near_surf_r
541.0169491525425,0.003792,0.0,53.99466881794122,42728.598663727214,near_surf_r
550.677966101695,0.003792,0.0,54.01135769123924,42194.56624817721,near_surf_r
560.3389830508474,0.003792,0.0,53.976308617078345,41861.40707017362,near_surf_r
570.0,0.003792,0.0,53.99221687344392,41582.334701187596,near_surf_r
0.0,0.0,0.0069,53.00510002408472,47013.067084456074,near_surf_z
9.661016949152543,0.0,0.0069,52.994285209963174,47286.504432270056,near_surf_z
19.322033898305087,0.0,0.0069,53.01261074953963,47787.52344387611,near_surf_z
28.983050847457626,0.0,0.0069,52.993789974876165,48491.893086497286,near_surf_z
38.64406779661017,0.0,0.0069,53.17347958508458,48941.64700240035,near_surf_z
48.305084745762706,0.0,0.0069,53.4975052276298,48660.42085928263,near_surf_z
57.96610169491525,0.0,0.0069,53.821101469462484,48170.91563869254,near_surf_z
67.6271186440678,0.0,0.0069,53.84134360829214,47744.313369593416,near_surf_z
77.28813559322035,0.0,0.0069,53.52394222459878,47471.33212347087,near_surf_z
86.94915254237289,0.0,0.0069,53.22559623156346,47259.989061079374,near_surf_z
96.61016949152541,0.0,0.0069,53.128111647492695,47313.69690654467,near_surf_z
106.27118644067797,0.0,0.0069,53.428407521442566,47235.21806000509,near_surf_z
115.9322033898305,0.0,0.0069,53.73178060319538,47154.06636602492,near_surf_z
125.59322033898304,0.0,0.0069,54.07217194131743,47162.671546057536,near_surf_z
135.2542372881356,0.0,0.0069,54.381798478747754,47676.16308364818,near_surf_z
144.91525423728814,0.0,0.0069,54.69912133890913,48290.01998349662,near_surf_z
154.5762711864407,0.0,0.0069,54.90804170689002,48997.11157529602,near_surf_z
164.23728813559322,0.0,0.0069,54.64224492154128,48470.95425234481,near_surf_z
173.89830508474577,0.0,0.0069,54.315730758881045,47426.406184859996,near_surf_z
183.5593220338983,0.0,0.0069,54.057761639644596,46133.58058915853,near_surf_z
193.22033898305082,0.0,0.0069,53.99848013556541,45788.73811623621,near_surf_z
202.8813559322034,0.0,0.0069,54.000503597540295,45995.50135885462,near_surf_z
212.54237288135593,0.0,0.0069,54.002673083903154,46477.16560094736,near_surf_z
222.20338983050848,0.0,0.0069,53.99386915587647,46038.65255959312,near_surf_z
231.864406779661,0.0,0.0069,54.00466198059835,44979.35093447726,near_surf_z
241.52542372881356,0.0,0.0069,54.0039613463799,43620.878887244275,near_surf_z
251.1864406779661,0.0,0.0069,54.25515768916633,42993.00580629603,near_surf_z
260.8474576271186,0.0,0.0069,54.59003345195306,43115.14212583622,near_surf_z
270.5084745762712,0.0,0.0069,54.88599636647203,43444.90345516116,near_surf_z
280.1694915254237,0.0,0.0069,54.74239506105594,43786.58950963338,near_surf_z
289.8305084745763,0.0,0.0069,54.472739060065955,43945.24411269746,near_surf_z
299.4915254237288,0.0,0.0069,54.16081278180253,43989.78950574275,near_surf_z
309.1525423728814,0.0,0.0069,54.00494272144627,44460.3908317145,near_surf_z
318.81355932203394,0.0,0.0069,53.981420760462946,45429.19867137348,near_surf_z
328.47457627118644,0.0,0.0069,53.99696608298907,46875.40921206069,near_surf_z
338.135593220339,0.0,0.0069,54.161595475890216,47835.26275112734,near_surf_z
347.79661016949154,0.0,0.0069,54.473426799865315,47371.36112819038,near_surf_z
357.4576271186441,0.0,0.0069,54.785592889513424,46446.12005331906,near_surf_z
367.1186440677966,0.0,0.0069,54.855342572725796,45393.24495692268,near_surf_z
376.77966101694915,0.0,0.0069,54.562482321877724,44944.443373664355,near_surf_z
386.44067796610165,0.0,0.0069,54.222416032349635,44738.235549033794,near_surf_z
396.10169491525426,0.0,0.0069,54.13397924152213,44439.52435844156,near_surf_z
405.7627118644068,0.0,0.0069,54.42981241412038,43830.611844296116,near_surf_z
415.4237288135593,0.0,0.0069,54.730645225434316,43133.92612211717,near_surf_z
425.08474576271186,0.0,0.0069,54.88941592312258,42469.13538515511,near_surf_z
434.7457627118644,0.0,0.0069,54.622070517510195,42402.38450747564,near_surf_z
444.40677966101697,0.0,0.0069,54.31098233032875,42800.88757241299,near_surf_z
454.06779661016947,0.0,0.0069,54.02047492795403,43438.86777549761,near_surf_z
463.728813559322,0.0,0.0069,54.00408736956634,44098.718012230886,near_surf_z
473.38983050847463,0.0,0.0069,53.99629737000756,44901.656192966744,near_surf_z
483.0508474576271,0.0,0.0069,54.01829490440931,45672.807668837464,near_surf_z
492.7118644067797,0.0,0.0069,53.99827723763491,45856.657999251685,near_surf_z
502.3728813559322,0.0,0.0069,54.01650391649923,45464.12422020762,near_surf_z
512.0338983050848,0.0,0.0069,53.98907840705661,44968.585999393435,near_surf_z
521.6949152542372,0.0,0.0069,54.005810973115246,44296.116959991305,near_surf_z
531.3559322033899,0.0,0.0069,54.00316048926519,43506.74924713139,near_surf_z
